SYMBOL	mean	std
LINC00921	1.2045385	0.43687066
LINC00922	0.93391055	0.6961561
LINC00923	0.17434666	0.36764133
LINC00924	0.48936465	0.40868825
LINC00937	0.357576	0.33906704
LINC00940	1.0534809	0.8675222
LINC00943	0.1912945	0.25406507
LINC00944	0.20039646	0.2692377
LINC00951	0.020171447	0.0566146
LINC00954	0.705433	0.53891474
LINC00955	0.005101716	0.03723432
LINC00960	1.3272034	1.0498903
LINC00968	0.36278284	0.45765814
LINC00971	0.011564189	0.085126646
LINC00989	0.37103587	0.29932988
LINC00994	0.037691414	0.071314424
LINC00997	1.8305353	0.6452897
LINC01001	0.2681675	0.23918372
LINC01003	2.4887164	0.680608
LINC01011	1.8369404	0.52334225
LINC01015	0.0044715735	0.036842607
LINC01019	0.066125326	0.2987888
LINC01060	0.4888733	0.46983427
LINC01085	0.3478727	0.5647205
LINC01089	3.009642	0.9018612
LINC01091	0.57830215	0.48024836
LINC01094	2.4614232	0.7110243
LINC01096	0.24984777	0.35971892
LINC01097	0.006811041	0.03048198
LINC01100	0.009287893	0.04218342
LINC01101	0.026502453	0.08931318
LINC01104	0.012100366	0.061627306
LINC01106	0.73638755	0.4048922
LINC01107	0.059374355	0.14263645
LINC01114	0.06622768	0.18556042
LINC01116	3.2805648	1.3191006
LINC01118	0.19271089	0.27311972
LINC01119	0.68892646	0.41421074
LINC01120	0.022084795	0.06498918
LINC01121	0.24423899	0.22278547
LINC01122	0.5013131	0.5079486
LINC01124	0.8060874	0.85654235
LINC01126	0.37387127	0.2690185
LINC01128	3.9239044	0.56169575
LINC01132	1.4682671	0.7250607
LINC01140	1.000924	0.62096477
LINC01142	0.06793456	0.13678388
LINC01144	1.3009617	0.55651647
LINC01148	0.0022844528	0.029898982
LINC01160	0.28502098	0.2592378
LINC01164	0.011808375	0.073897935
LINC01165	0.049010128	0.07590588
LINC01168	0.050456155	0.1580794
LINC01184	4.6875405	0.63380915
LINC01189	0.0053200913	0.028516635
LINC01191	0.16063413	0.24572554
LINC01192	0.018685058	0.120326534
LINC01197	0.8079386	0.5082249
LINC01226	0.41471758	0.45585445
LINC01235	1.8051442	1.1787798
LINC01239	0.5180516	0.6808016
LINC01242	0.0063420697	0.06473337
LINC01252	0.7254306	0.52380115
LINC01257	0.29350775	0.52839375
LINC01270	1.0510796	0.70099056
LINC01278	5.116046	0.61479634
LINC01304	0.009127333	0.07045262
LINC01305	0.18393254	0.35175896
LINC01310	0.032610055	0.1112997
LINC01341	0.8509474	0.64805806
LINC01342	0.3767966	0.42041236
LINC01347	0.46926516	0.41952673
LINC01364	0.024226042	0.119661815
LINC01366	0.17006133	0.13998377
LINC01376	0.8409183	0.42046717
LINC01405	0.06255538	0.24312955
LINC01433	0.04388021	0.065906644
LINC01446	0.19143395	0.5990195
LINC01451	0.19042069	0.26473746
LINC01465	0.5320273	0.26812744
LINC01501	0.05554793	0.15900916
LINC01538	0.10519439	0.2913451
LINC01546	0.20266314	0.16429985
LINC01547	2.7724602	0.5961692
LINC01549	0.06064575	0.18780129
LINC01551	0.017932743	0.09454879
LINC01554	0.5132486	0.8099902
LINC01555	0.07410912	0.11954992
LINC01558	0.54965127	0.52642226
LINC01559	0.099103175	0.32019684
LINC01565	0.016342388	0.051343102
LINC01566	0.0039443322	0.039345253
LINC01567	0.017266454	0.09561365
LINC01579	0.11472051	0.2895796
LINC01587	0.17871541	0.36476773
LINC01588	2.5110579	0.8924667
LINC01589	0.14102799	0.16274686
LINC01591	0.0076816226	0.049523756
LINC01592	0.0880539	0.1820984
LINC01597	0.28855437	0.34656852
LINC01602	0.071833186	0.1556393
LINC01618	0.2955953	0.3456697
LINC01622	0.14451855	0.29673314
LINC01623	0.07927978	0.15828459
LINC01624	0.10440298	0.10993191
LINC01625	0.19064562	0.27942917
LINC01667	0.27980992	0.8010839
LINC01686	0.44459897	0.26703364
LINC01704	0.09829411	0.0937849
LINC01720	0.0035261184	0.055710115
LINC01734	0.0029284717	0.0383701
LINC01761	0.070747085	0.22249265
LINC01792	0.15640265	0.23607436
LINC01816	0.6413467	0.39733306
LINC01829	0.3273069	0.25449982
LINC01838	0.028975042	0.09094776
LINC01848	0.004447922	0.021901168
LINC01854	0.020566512	0.13611
LINC01869	0.254123	0.25567922
LINC01879	0.1341049	0.22532807
LINC01898	0.0022620496	0.026143132
LINC01904	0.0012571908	0.012205337
LINC01913	0.037433784	0.21916765
LINC01915	0.34093574	0.37451026
LINC01931	0.023790712	0.10771672
LINC01940	0.048150834	0.09434313
LINC01951	0.0035912788	0.03326842
LINC01960	0.20035443	0.15999338
LINC01973	0.07631427	0.13353124
LINC01994	0.0064813183	0.042178392
LINC02011	0.00953943	0.041509554
LINC02052	0.0052206195	0.04175954
LINC02053	0.0092439195	0.06769983
LINC02076	0.2955582	0.3248386
LINC02102	0.222176	0.23962453
LINC02111	0.011238929	0.11938707
LINC02120	0.013045467	0.09254727
LINC02135	0.0022377723	0.021967344
LINC02145	0.30956826	0.33538467
LINC02171	0.0011573678	0.014440314
LINC02175	1.4274546	0.6597826
LINC02210	3.6635973	0.6908815
LINC02213	0.0039385012	0.029347925
LINC02223	0.08582925	0.16157311
LINC02226	0.0056098565	0.038378567
LINC02239	0.0036594903	0.06292526
LINC02245	1.8575001	0.61071277
LINC02249	0.01726021	0.07879195
LINC02275	0.05861459	0.17253071
LINC02291	0.0050386027	0.039674323
LINC02297	0.0024894658	0.020351822
LINC02347	0.020482197	0.08087046
LINC02349	0.0051061255	0.02734468
LINC02363	0.4791778	0.2840518
LINC02370	0.0064753518	0.032286517
LINC02372	0.0030395268	0.028409343
LINC02381	3.4358058	0.94404685
LINC02382	0.002142853	0.01399093
LINC02398	0.036512014	0.12518987
LINC02431	0.0035481597	0.05234973
LINC02433	0.21116023	0.6264972
LINC02453	0.4021707	0.2823378
LINC02458	0.12887494	0.2518651
LINC02487	0.58334523	1.2644571
LINC02510	0.004198514	0.03548915
LINC02523	0.027412819	0.16783749
LINC02538	0.15853707	0.39631975
LINC02554	0.03138243	0.07343038
LINC02579	0.07587774	0.12136776
LINC02591	0.013940458	0.05914016
LINC02593	1.9093732	1.4642082
LINC02595	0.1209574	0.31746995
LINC02603	0.17450492	0.18705915
LINC02604	3.2621922	0.8007961
LINC02610	0.4213967	0.4360987
LINC02649	0.8035791	0.56416196
LINC02687	0.008701182	0.065170586
LINC02693	2.7553225	0.8430663
LINC02694	0.26172972	0.3055442
LINC02731	0.7173172	0.6003804
LINC02733	0.034381945	0.08987301
LINC02740	0.009368133	0.05161154
LINC02764	0.0041515054	0.026945135
LINC02774	0.095163755	0.19559085
LINC02783	0.03877848	0.16058852
LINC02817	0.0561629	0.11310594
LINC02860	0.023196416	0.095933825
LINGO1	3.8685699	1.581021
LINGO2	0.20561157	0.33999506
LINGO4	0.8024366	0.68460584
LINS1	4.004906	0.48555285
LIPA	6.598883	0.7255934
LIPC	0.516908	0.40047508
LIPE	3.517749	1.4619942
LIPF	0.08665179	0.43926662
LIPG	1.9345828	1.2110989
LIPH	3.8175728	1.2813631
LIPI	0.16016902	0.22872368
LIPJ	0.14122203	0.225025
LIPK	0.16893104	0.3716798
LIPM	0.015994947	0.06994037
LIPN	0.08508541	0.1937514
LIPT1	2.3241374	0.39409316
LIPT2	1.7664505	0.55678594
LITAF	7.7597494	0.65905887
LIX1	0.18093653	0.43974012
LIX1L	4.344353	0.73951215
LKAAEAR1	0.18002354	0.271549
LL22NC03-63E9.3	0.08652753	0.18583538
LLCFC1	0.09790993	0.17341074
LLGL1	5.22776	0.61258125
LLGL2	6.5560813	0.8433745
LLPH	4.1382127	0.44724146
LMAN1	7.6009593	0.64584905
LMAN1L	0.020799657	0.08462121
LMAN2	7.4601073	0.625992
LMAN2L	5.3120675	0.51991314
LMBR1	5.9356356	0.59589374
LMBR1L	4.547746	0.50970477
LMBRD1	5.7694793	0.5555111
LMBRD2	5.0146227	0.86671895
LMCD1	5.685209	0.9127175
LMF1	4.3526955	0.7454765
LMF2	6.1360316	0.67204016
LMLN	4.000481	0.6500622
LMNA	8.701513	0.77575856
LMNB1	5.80725	0.9741452
LMNB2	6.1729136	0.75236946
LMNTD1	0.07310912	0.2167446
LMNTD2	1.838736	0.9773708
LMO1	0.3096263	0.6164067
LMO2	3.746249	0.70767236
LMO3	2.0741847	1.4191443
LMO4	5.7050977	1.2594038
LMO7	5.0684342	0.8980329
LMOD1	3.917173	1.1626235
LMOD2	0.0897756	0.35922474
LMOD3	0.59828824	0.5241833
LMTK2	5.264148	0.6006669
LMTK3	3.3832996	1.2431862
LMX1A	0.22344738	0.36363444
LMX1B	5.703014	1.5433365
LNP1	1.8258979	0.61495584
LNPEP	6.4218035	0.7382095
LNPK	5.709839	0.5503195
LNX1	4.044554	0.8090566
LNX2	4.957114	0.7379951
LONP1	6.4381986	0.6584205
LONP2	7.0014734	0.72973245
LONRF1	4.2727375	0.70515937
LONRF2	4.4014587	1.894438
LONRF3	1.1275696	0.7339775
LOX	5.3938746	1.2225602
LOXHD1	0.5752149	0.37407106
LOXL1	5.5569377	1.044812
LOXL2	5.8256874	1.0376673
LOXL3	2.886435	0.7134796
LOXL4	2.334866	1.2988354
LPA	0.030579045	0.09340586
LPAL2	0.4686971	0.34169608
LPAR1	4.3579626	0.95786196
LPAR2	4.4718604	0.66970056
LPAR3	1.5293765	1.4444865
LPAR4	0.6494313	0.4360965
LPAR5	2.7381015	0.7722962
LPAR6	4.8321714	0.75070465
LPCAT1	6.577951	0.77049804
LPCAT2	4.349181	0.8985203
LPCAT3	3.945524	0.81796557
LPCAT4	4.206939	0.6301404
LPGAT1	6.908392	0.69971925
LPIN1	4.964066	0.9557343
LPIN2	5.466074	0.7167762
LPIN3	3.9951534	0.80097085
LPL	4.4436436	1.6177511
LPO	0.3137487	0.66007966
LPP	7.256506	0.8027918
LPXN	4.1914635	0.81613934
LRAT	1.4134556	1.0963552
LRATD1	3.7928874	1.395495
LRATD2	6.8789425	0.9566939
LRBA	7.3249564	0.9967643
LRCH1	4.7292066	0.63695276
LRCH2	1.5313324	0.681753
LRCH3	5.192255	0.40921542
LRCH4	3.4319994	0.5931428
LRFN2	0.8850601	0.71024597
LRFN3	4.2520814	0.5586979
LRFN4	3.5224779	1.0957876
LRFN5	0.8130361	0.67344517
LRG1	4.3596935	2.2788258
LRGUK	1.3312105	0.7468148
LRIF1	4.4369893	0.61001164
LRIG1	6.8715267	1.0370562
LRIG2	4.6515756	0.52275157
LRIG3	4.061236	1.0667776
LRIT1	0.0050347573	0.031910256
LRIT2	0.025242902	0.07984171
LRIT3	0.6646318	0.43150088
LRMDA	2.3304012	0.8089806
LRP1	8.355477	1.0533231
LRP10	7.8963585	0.6484083
LRP11	1.2510267	0.45656347
LRP12	3.8615646	0.9810496
LRP1B	1.4475353	1.8403196
LRP2	4.856942	2.7657726
LRP2BP	1.9080755	0.6128977
LRP3	4.965926	0.7752697
LRP4	2.504867	1.0363134
LRP5	6.3259397	0.8875585
LRP5L	2.3904736	0.7443207
LRP6	5.6629496	0.85243315
LRP8	3.153897	1.1517018
LRPAP1	6.755833	0.6541916
LRPPRC	7.712465	0.559665
LRR1	3.356663	0.5656317
LRRC1	5.233081	0.65901816
LRRC10	0.007924487	0.086906664
LRRC10B	1.6111478	1.2089262
LRRC14	4.844736	0.6517304
LRRC14B	0.7306949	0.8927688
LRRC15	6.436938	1.7947184
LRRC17	3.4198792	1.4549555
LRRC18	0.104262516	0.19309674
LRRC19	0.18463422	0.2726949
LRRC2	0.6721024	0.521254
LRRC20	3.7215548	0.80034703
LRRC23	3.5125637	0.7274287
LRRC24	0.0	1e-06
LRRC25	2.7584412	0.771038
LRRC26	1.3269615	1.2158927
LRRC27	3.8879511	0.66357017
LRRC28	3.6505973	0.58076996
LRRC29	1.9019297	0.58560425
LRRC3	2.709199	0.8162224
LRRC30	0.00192089	0.031101545
LRRC31	1.6034926	1.7437739
LRRC32	5.3529906	1.0021714
LRRC34	1.0783653	0.51967025
LRRC36	0.69809353	0.52703416
LRRC37A11P	0.40685222	0.47556993
LRRC37A2	2.2166696	0.6981511
LRRC37A3	3.0180104	0.8895818
LRRC37A4P	1.4399514	1.0251114
LRRC37A5P	0.5084484	0.35702908
LRRC37A6P	1.5299238	1.0215371
LRRC37B	3.0200748	0.59128773
LRRC37BP1	2.8579032	0.5552216
LRRC38	0.06022663	0.11827417
LRRC39	0.7358097	0.35806194
LRRC3B	0.20567769	0.37426847
LRRC4	1.8715976	0.7721372
LRRC40	4.1284723	0.56503564
LRRC41	6.6507735	0.45572284
LRRC42	5.15934	0.58031696
LRRC43	0.8822442	0.67289793
LRRC45	4.7225204	0.904563
LRRC46	2.4456506	1.1288623
LRRC47	5.80859	0.41896608
LRRC49	2.6603343	0.7777148
LRRC4B	0.6716999	0.5605644
LRRC4C	2.230118	1.3003707
LRRC52	0.07647004	0.21047524
LRRC55	1.1201347	0.715765
LRRC56	3.1879728	1.0842998
LRRC57	4.1469502	0.4290577
LRRC58	6.1360316	0.62690026
LRRC59	7.29902	0.76232094
LRRC6	3.518464	1.2664765
LRRC61	3.582691	0.74030614
LRRC63	0.69192946	0.53121465
LRRC66	0.4874217	0.40068302
LRRC69	0.81159693	0.4397435
LRRC7	0.6614985	0.41985336
LRRC71	0.3090706	0.4649693
LRRC72	0.005594589	0.049904376
LRRC73	1.7350012	0.9203969
LRRC74A	0.06998942	0.118738405
LRRC74B	0.08098552	0.1897706
LRRC75A	1.8548894	0.6912498
LRRC75B	3.9054766	1.0915227
LRRC77P	0.13948904	0.23818968
LRRC8A	6.1584973	0.49954042
LRRC8B	4.8656907	0.7203533
LRRC8C	4.319879	0.88714904
LRRC8C-DT	1.1020092	0.6187713
LRRC8D	5.248501	0.69301885
LRRC8E	1.1580435	0.5126229
LRRC9	0.14110936	0.26295218
LRRCC1	5.1061826	0.88297266
LRRD1	0.0884855	0.1320792
LRRFIP1	7.4113874	0.5952613
LRRFIP2	5.9627657	0.6237292
LRRIQ1	1.1350055	0.9947132
LRRIQ3	1.2083768	0.6185506
LRRIQ4	0.33979017	0.47250578
LRRK1	4.4074936	0.873618
LRRK2	3.393999	1.171774
LRRN1	3.8491528	1.7913094
LRRN2	4.5676594	1.3995041
LRRN3	1.2832643	0.98436135
LRRN4	0.33687174	0.66886294
LRRN4CL	1.4177166	0.9205224
LRRTM1	0.054811407	0.19218858
LRRTM2	0.528599	0.55035967
LRRTM3	0.0653086	0.34475994
LRRTM4	0.08567334	0.2504014
LRSAM1	5.096812	0.5691228
LRTM1	0.029720686	0.17226216
LRTM2	0.68635297	1.1276958
LRTOMT	3.1411335	0.7324459
LRWD1	4.292203	0.63013184
LSAMP	1.9732267	1.1806055
LSG1	5.795481	0.44727206
LSM1	3.7307541	0.8440216
LSM10	4.6090717	0.5803666
LSM11	3.4482648	0.49675554
LSM12	3.7127259	0.49744138
LSM14A	7.3432465	0.4603834
LSM14B	6.1007643	0.54304004
LSM2	5.311817	0.6210464
LSM3	5.64277	0.47749102
LSM4	6.598303	0.6677598
LSM5	5.2587366	0.5216406
LSM6	3.587147	0.4571271
LSM7	4.87036	0.76008123
LSM8	5.5689626	0.50503546
LSMEM1	0.30127612	0.22859618
LSMEM2	0.09679661	0.12925078
LSP1	5.3025665	1.029313
LSR	7.127293	0.7942745
LSS	5.8429456	0.66998464
LST1	3.0998323	0.8757929
LTA	0.8815725	0.7400776
LTA4H	6.4194746	0.49400893
LTB	2.5737062	1.5327609
LTB4R	3.36924	0.8326621
LTB4R2	0.9489293	0.4889402
LTBP1	5.914921	1.0948611
LTBP3	6.9920025	0.81709534
LTBP4	5.420995	0.9472122
LTBR	6.672386	0.590912
LTC4S	1.5997391	0.7928098
LTF	6.8787284	3.3018785
LTK	0.5766605	0.62853515
LTN1	5.4094357	0.743906
LTO1	4.303699	0.84909815
LTV1	3.990908	0.5610791
LUC7L	5.388794	0.6910841
LUC7L2	5.1319695	0.4264827
LUC7L3	7.021986	0.60521233
LUM	8.990775	1.4664493
LURAP1	0.6067409	0.36558312
LURAP1L	5.08767	1.3883743
LUZP1	5.3272505	0.6281937
LUZP2	0.9403167	0.95936847
LUZP4	0.018530373	0.05783674
LVRN	0.58574486	0.5858253
LXN	4.033462	0.77296287
LY6D	0.7331155	1.4840993
LY6E	8.066381	1.3070554
LY6G5B	0.8838306	0.4851076
LY6G5C	1.6268798	0.55981016
LY6G6C	1.0012064	1.1069407
LY6G6D	0.0029661625	0.01274489
LY6G6E	0.0058226557	0.017359648
LY6G6F	0.0051473416	0.019938663
LY6H	0.7038201	0.6027557
LY6K	1.0826386	1.2361094
LY75	3.1906183	1.1022859
LY86	2.9507408	0.76517487
LY86-AS1	0.25346446	0.28624874
LY9	1.6403567	1.0810345
LY96	2.6551218	0.7291246
LYAR	3.944743	0.5740111
LYG1	0.87617975	0.48785487
LYG2	0.16978295	0.20408997
LYL1	2.2153094	0.80394846
LYN	4.9252925	0.9587967
LYNX1	3.3062115	1.4546602
LYPD1	0.60646796	0.5151489
LYPD2	0.040678047	0.18640754
LYPD3	5.2507615	1.2600046
LYPD4	0.06947234	0.23672187
LYPD5	2.363037	0.9468114
LYPD6	3.405347	1.712897
LYPD6B	3.5432978	1.6103272
LYPLA1	6.5921917	0.8153678
LYPLA2	6.085097	0.5818128
LYPLAL1	4.4947877	0.56251466
LYRM1	4.81827	0.57136506
LYRM2	5.3923936	0.51879805
LYRM4	4.5210624	0.5351845
LYRM4-AS1	1.7748109	0.5567473
LYRM7	4.17912	0.5472312
LYRM9	2.5203102	0.7274278
LYSMD1	4.0755186	0.63244426
LYSMD2	3.1848812	0.78800476
LYSMD3	4.8010817	0.64453655
LYSMD4	2.6464107	0.6404149
LYST	5.4553037	0.8945741
LYVE1	1.7002769	1.0224681
LYZ	5.75201	1.7840148
LYZL1	0.03570492	0.10435138
LYZL2	0.1418669	0.32130897
LYZL4	0.03376278	0.07812459
LYZL6	0.0031327882	0.017245645
LZIC	5.7757072	0.44969603
LZTFL1	5.0373583	0.7298468
LZTR1	3.9076273	0.6790285
LZTS1	3.8902826	0.8438573
LZTS2	6.199823	0.6407881
LZTS3	3.5314121	1.2489257
M1AP	1.3643901	1.1314521
M6PR	6.0651326	0.70474935
MAB21L1	1.0055817	0.7260277
MAB21L2	0.052077264	0.29289448
MAB21L3	0.2773963	0.38878652
MAB21L4	2.4834526	2.0415514
MACC1	4.4801908	1.3210639
MACF1	8.2128935	0.8006052
MACO1	5.9759703	0.4848257
MACROD1	4.224381	0.9296638
MACROD2	2.5195408	1.0577964
MACROH2A1	7.721226	0.4528952
MACROH2A2	4.485275	1.3167374
MAD1L1	0.45168287	0.35184893
MAD2L1	4.4802074	0.9803328
MAD2L1BP	4.6948075	0.45756724
MAD2L2	4.8621416	0.7520167
MADCAM1	0.4761359	0.40742236
MADD	6.1637077	0.5456348
MAEA	5.895516	0.43786895
MAEL	0.399457	0.9330517
MAF	5.01584	0.7929019
MAF1	6.7716107	0.6669303
MAFA	0.1961444	0.35681787
MAFB	5.9048915	0.82938635
MAFF	4.0641856	0.8909972
MAFG	4.6866765	0.6288065
MAFK	4.120129	0.8464116
MAG	0.84604007	0.8898964
MAGEA1	0.47927427	1.2405587
MAGEA10	0.14104934	0.69982266
MAGEA11	0.15623935	0.531976
MAGEA12	0.35364538	1.139565
MAGEA2	0.017784089	0.079902865
MAGEA2B	0.008470951	0.03999114
MAGEA3	0.5842654	1.5411682
MAGEA4	0.37676772	1.3206099
MAGEA6	0.52180725	1.4695523
MAGEA8	0.24067783	0.61146045
MAGEA9	0.02520042	0.19010362
MAGEA9B	0.07552872	0.40302306
MAGEB1	0.13664885	0.45407093
MAGEB10	0.015688214	0.13895704
MAGEB16	0.027388284	0.2321043
MAGEB18	0.01802917	0.09738523
MAGEB2	0.10061582	0.5239923
MAGEB3	0.009635054	0.06756917
MAGEB4	0.17260674	0.5462713
MAGEB5	0.0018375365	0.019334203
MAGEB6	0.023195505	0.1148987
MAGEC1	0.23720257	0.73085386
MAGEC2	0.30506358	0.9318342
MAGEC3	0.11342201	0.21653697
MAGED1	8.13093	0.7777055
MAGED2	9.296858	1.1597849
MAGED4	0.049073838	0.084679045
MAGED4B	0.09558712	0.13034797
MAGEE1	3.064866	0.7625702
MAGEE2	0.13951541	0.19118372
MAGEF1	5.941222	0.6191575
MAGEH1	4.5068245	0.706186
MAGEL2	0.9933291	0.61100584
MAGI1	5.3478084	0.7869913
MAGI2	3.3289304	1.1344806
MAGI2-AS3	3.305228	0.9329801
MAGI3	5.5540056	1.0174016
MAGIX	2.4593058	0.7768984
MAGOH	4.7907495	0.6045674
MAGOHB	4.35861	0.5956229
MAGT1	7.01762	0.51532286
MAIP1	3.945941	0.40622547
MAJIN	0.22599074	0.4062958
MAK	1.4742937	0.86316496
MAK16	4.09962	0.61500794
MAL	0.8813716	0.89055693
MAL2	7.6675963	1.0516171
MALL	1.2670598	0.8609044
MALSU1	4.110199	0.49460828
MALT1	4.8684697	0.66252357
MAMDC2	2.095373	1.1238261
MAMDC4	2.270233	0.9454679
MAML1	6.067298	0.48454782
MAML2	4.275701	1.1153431
MAML3	4.0912395	0.8366141
MAMLD1	2.6251698	1.0333874
MAMSTR	1.6069486	0.6424879
MAN1A1	6.1215544	1.1790413
MAN1A2	6.2271805	0.6657482
MAN1B1	6.6364875	0.55576
MAN1C1	4.1684713	1.0425189
MAN2A1	5.9771595	0.8328974
MAN2A2	5.2359385	0.72519076
MAN2B1	6.101646	0.62237954
MAN2B2	6.375253	0.68142235
MAN2C1	4.886241	0.6712827
MANBA	5.685769	0.65437824
MANBAL	5.820246	0.5127099
MANEA	4.287853	0.73511684
MANEAL	3.1149614	0.9911264
MANF	6.028061	0.5814634
MANSC1	5.6118407	0.8840577
MAOA	3.7210257	1.6988454
MAOB	5.3008976	2.2079813
MAP10	2.4226797	0.8852825
MAP11	3.8869681	0.582564
MAP1A	4.591211	0.95938563
MAP1B	5.6495647	1.1507062
MAP1LC3A	4.056351	0.93350005
MAP1LC3B	6.331844	0.4595057
MAP1LC3C	0.5028139	0.49757653
MAP1S	4.988897	0.6234877
MAP2	3.3876984	1.3435131
MAP2K1	5.2790365	0.44340107
MAP2K2	6.5530934	0.6267585
MAP2K3	5.4973607	0.6203291
MAP2K4	5.3611407	0.77082115
MAP2K5	4.260561	0.4568067
MAP2K6	3.8155043	0.9813001
MAP2K7	5.1353993	0.52404624
MAP3K1	6.3875227	1.0529556
MAP3K10	3.6806939	0.72662765
MAP3K11	6.2795067	0.58615196
MAP3K12	3.806147	0.88695943
MAP3K13	5.4165177	0.57448083
MAP3K14	3.8937984	0.7588347
MAP3K15	0.21948035	0.23809098
MAP3K19	0.3916351	0.65103066
MAP3K2	6.2216644	0.5693082
MAP3K20	5.9929514	0.8274606
MAP3K21	2.8808367	1.2639555
MAP3K3	5.1864944	0.58490497
MAP3K4	5.1085014	0.53968966
MAP3K5	4.4086967	0.8818977
MAP3K6	5.1154056	0.7710213
MAP3K7	5.745555	0.53384066
MAP3K7CL	2.3848379	0.5816926
MAP3K8	3.5543272	0.9611773
MAP3K9	4.117826	0.80508
MAP4	8.213627	0.42135608
MAP4K1	2.533607	1.003983
MAP4K2	4.6657505	0.5779184
MAP4K3	5.473104	0.6097019
MAP4K4	6.8645434	0.7283163
MAP4K5	5.652711	0.5395254
MAP6	2.3197682	1.0342768
MAP6D1	0.16177745	0.1379331
MAP7	6.036265	0.8095126
MAP7D1	6.5693455	0.6004532
MAP7D2	0.97485405	1.1242417
MAP7D3	3.0907333	0.9162203
MAP9	4.088605	1.1501545
MAPK1	7.169173	0.55126953
MAPK10	2.7411242	1.2553399
MAPK11	3.4983554	0.8357221
MAPK12	2.8066444	0.9857209
MAPK13	6.6742067	0.6527901
MAPK14	6.1109543	0.45763496
MAPK15	3.117115	1.6252555
MAPK1IP1L	6.460241	0.41733015
MAPK3	6.441939	0.62150383
MAPK4	0.9468934	1.4151402
MAPK6	5.6936216	0.67551285
MAPK7	4.1209626	0.51013273
MAPK8	5.2897086	0.54165864
MAPK8IP1	3.467099	1.0597792
MAPK8IP1P2	0.16550708	0.36366132
MAPK8IP2	4.450643	1.5954704
MAPK8IP3	5.4238706	0.9123681
MAPK9	6.036239	0.5875351
MAPKAP1	6.2238703	0.36667562
MAPKAPK2	7.976066	0.69792265
MAPKAPK3	5.627717	0.52253306
MAPKAPK5	5.2809725	0.41992798
MAPKAPK5-AS1	3.9581792	0.4489104
MAPKBP1	4.245724	0.5903756
MAPRE1	7.3624578	0.46997088
MAPRE2	5.1758285	0.7875882
MAPRE3	4.202237	0.7269511
MAPT	5.941081	2.3013725
MAPT-IT1	0.728107	0.8556552
MARCHF1	3.8116252	0.83249295
MARCHF10	0.5836134	0.62214255
MARCHF11	0.30379608	0.7119812
MARCHF2	5.1292276	0.53280216
MARCHF3	2.9560502	0.92007375
MARCHF4	0.519596	0.76634645
MARCHF5	5.9231377	0.4666589
MARCHF6	7.546833	0.5720651
MARCHF7	6.486649	0.5132378
MARCHF8	5.7183433	0.8474241
MARCHF9	4.32536	0.62474287
MARCKS	7.6638618	0.7990943
MARCKSL1	8.496482	0.7340493
MARCO	1.6149381	1.6002437
MARF1	6.6655216	0.52770805
MARK1	2.8322332	1.1771317
MARK2	6.592196	0.5365263
MARK3	6.094521	0.38217765
MARK4	5.5146956	0.523898
MARS1	6.620671	0.45083392
MARS2	3.552503	0.5817495
MARVELD2	5.0854735	0.818953
MARVELD3	4.2890677	0.74756795
MAS1	0.042136718	0.15727304
MAS1L	0.09208152	0.14479242
MASP1	0.5317553	0.6219105
MASP2	1.004091	0.5614676
MAST1	1.1923151	0.99931544
MAST2	6.3906856	0.5454623
MAST3	3.8774946	0.6021328
MAST4	5.6642427	1.2408092
MASTL	4.195046	0.6832204
MAT1A	1.1910313	1.2865579
MAT2A	7.2880826	0.63573307
MAT2B	6.1026487	0.5159814
MATK	1.9985224	1.1306181
MATN1	0.24522915	0.27386373
MATN2	4.4182706	1.4925523
MATN3	3.8953726	1.4678624
MATN4	0.35733438	0.6682559
MATR3	1.2446058	0.64844155
MAU2	6.119621	0.47902828
MAVS	6.9499474	0.5653252
MAX	6.0116177	0.4260594
MAZ	4.241755	0.64273626
MB	4.4689903	1.2387294
MB21D2	3.2975664	0.83513576
MBD1	5.8119817	0.44128984
MBD2	6.528608	0.44887915
MBD3	5.2697268	0.649727
MBD3L1	0.0043073115	0.01763381
MBD3L2	0.0013521359	0.014399387
MBD3L3	0.0014775407	0.00992134
MBD3L4	9.791968e-05	0.0021330905
MBD4	5.6208024	0.42429554
MBD5	4.376879	0.5872049
MBD6	5.7575917	0.6894911
MBIP	3.876709	0.57248414
MBL1P	0.20197774	0.2372311
MBL2	0.035879433	0.13789284
MBLAC1	1.4239676	0.6063962
MBLAC2	3.2789383	0.6661302
MBNL1	6.975409	0.58172095
MBNL1-AS1	1.7910159	0.7458207
MBNL2	5.9946756	0.89658475
MBNL3	3.7556725	1.1541673
MBOAT1	5.5045824	1.0888815
MBOAT2	6.2582774	1.0061257
MBOAT7	6.936132	0.69990605
MBP	4.770037	1.0146208
MBTPS1	7.4081697	0.5387899
MBTPS2	5.10889	0.6682087
MC1R	1.4988422	0.6130523
MC2R	0.01310249	0.07930898
MC3R	0.01114676	0.07314862
MC4R	0.06651125	0.17022611
MC5R	0.14926125	0.3874655
MCAM	6.641459	0.8161439
MCAT	4.2317023	0.5483078
MCC	4.9872656	1.0850183
MCCC1	4.732892	0.7235713
MCCC2	7.49493	1.092375
MCCD1	0.35694972	0.7506219
MCEE	3.6147294	0.49071878
MCEMP1	0.2939778	0.38919675
MCF2	0.2152674	0.3478126
MCF2L	5.797825	0.90714985
MCF2L-AS1	1.5738423	0.66880673
